city,timestamp,temperature,season
New York,2010-01-01,4.2141681392201455,winter
New York,2010-01-02,-1.6944554666341138,winter
New York,2010-01-03,-3.534843038076965,winter
New York,2010-01-04,1.3570975279675475,winter
New York,2010-01-05,3.6839312828392368,winter
New York,2010-01-06,-4.293253089453296,winter
New York,2010-01-07,-7.049808227459836,winter
New York,2010-01-08,-7.655191454350377,winter
New York,2010-01-09,6.267663433318007,winter
New York,2010-01-10,-4.632592644842916,winter
New York,2010-01-11,4.831994619719811,winter
New York,2010-01-12,-1.556580303962245,winter
New York,2010-01-13,-3.1355919975818787,winter
New York,2010-01-14,-2.901583111761056,winter
New York,2010-01-15,4.664712641117293,winter
New York,2010-01-16,-7.513061386428809,winter
New York,2010-01-17,4.415147401106483,winter
New York,2010-01-18,-3.173661206354215,winter
New York,2010-01-19,-5.42014990799602,winter
New York,2010-01-20,-2.7467350555890357,winter
New York,2010-01-21,-8.764411003071112,winter
New York,2010-01-22,-1.4636704819161894,winter
New York,2010-01-23,0.06456660531274903,winter
New York,2010-01-24,0.055541341963690406,winter
New York,2010-01-25,-1.4592295419646444,winter
New York,2010-01-26,-2.827673209372091,winter
New York,2010-01-27,-4.265431343156676,winter
New York,2010-01-28,-7.815361088447927,winter
New York,2010-01-29,2.1590165633934193,winter
New York,2010-01-30,-1.4485723929788477,winter
New York,2010-01-31,8.159678239193491,winter
New York,2010-02-01,3.3111933613331708,winter
New York,2010-02-02,-4.091816259316842,winter
New York,2010-02-03,11.175575763601074,winter
New York,2010-02-04,-0.1439483976741687,winter
New York,2010-02-05,1.6708480512209372,winter
New York,2010-02-06,-2.548201479140256,winter
New York,2010-02-07,1.6867803807616202,winter
New York,2010-02-08,4.9699305420644215,winter
New York,2010-02-09,-1.8674689489500746,winter
New York,2010-02-10,2.239815049859917,winter
New York,2010-02-11,4.721678527637275,winter
New York,2010-02-12,3.792218312959885,winter
New York,2010-02-13,-14.441382389245563,winter
New York,2010-02-14,11.510912747046389,winter
New York,2010-02-15,2.8613955666559465,winter
New York,2010-02-16,7.425880202025605,winter
New York,2010-02-17,1.6919687140069675,winter
New York,2010-02-18,1.854113799257041,winter
New York,2010-02-19,-3.0486345060150284,winter
New York,2010-02-20,3.6270590163859255,winter
New York,2010-02-21,4.880842853499253,winter
New York,2010-02-22,-2.4552387544485517,winter
New York,2010-02-23,0.9128774656271893,winter
New York,2010-02-24,-6.906692537019059,winter
New York,2010-02-25,7.940146805107288,winter
New York,2010-02-26,-5.836340144952316,winter
New York,2010-02-27,2.7838183042407936,winter
New York,2010-02-28,3.8251956451343543,winter
New York,2010-03-01,6.855867140007863,spring
New York,2010-03-02,12.723907905157507,spring
New York,2010-03-03,10.670265570067599,spring
New York,2010-03-04,22.066131278589115,spring
New York,2010-03-05,13.901756024611627,spring
New York,2010-03-06,8.476976688461132,spring
New York,2010-03-07,6.3260830767887635,spring
New York,2010-03-08,7.771865971211872,spring
New York,2010-03-09,1.8778577140741888,spring
New York,2010-03-10,13.979249247120324,spring
New York,2010-03-11,14.992273651746075,spring
New York,2010-03-12,10.300546993346028,spring
New York,2010-03-13,15.883777423760293,spring
New York,2010-03-14,12.493091628230754,spring
New York,2010-03-15,8.999178470061636,spring
New York,2010-03-16,13.75623226007063,spring
New York,2010-03-17,7.336426080745409,spring
New York,2010-03-18,16.562118618386897,spring
New York,2010-03-19,7.9236613840020205,spring
New York,2010-03-20,6.201497622054594,spring
New York,2010-03-21,7.405309773418187,spring
New York,2010-03-22,13.431877426253475,spring
New York,2010-03-23,4.377684675888922,spring
New York,2010-03-24,6.8663742923417,spring
New York,2010-03-25,8.427394887997835,spring
New York,2010-03-26,21.344520041815198,spring
New York,2010-03-27,7.8663999458722484,spring
New York,2010-03-28,6.531398649674454,spring
New York,2010-03-29,6.369689635028096,spring
New York,2010-03-30,3.371491675128878,spring
New York,2010-03-31,10.353064291524658,spring
New York,2010-04-01,3.6431938591730386,spring
New York,2010-04-02,10.882728067382278,spring
New York,2010-04-03,9.504613572668047,spring
New York,2010-04-04,8.234067326321606,spring
New York,2010-04-05,7.697262657687977,spring
New York,2010-04-06,16.089252753749037,spring
New York,2010-04-07,14.914929881382129,spring
New York,2010-04-08,12.903601486673791,spring
New York,2010-04-09,3.296926806408159,spring
New York,2010-04-10,5.191440126367361,spring
New York,2010-04-11,9.48874895984291,spring
New York,2010-04-12,9.209456005476664,spring
New York,2010-04-13,3.4840847474305114,spring
New York,2010-04-14,6.9345009428758395,spring
New York,2010-04-15,7.388015550839525,spring
New York,2010-04-16,5.968000625544932,spring
New York,2010-04-17,16.53346190426836,spring
New York,2010-04-18,9.76255680194999,spring
New York,2010-04-19,13.120080536141565,spring
New York,2010-04-20,6.67335314487798,spring
New York,2010-04-21,5.7666283994270575,spring
New York,2010-04-22,0.5641544669344416,spring
New York,2010-04-23,9.306572570539508,spring
New York,2010-04-24,3.3105295416549794,spring
New York,2010-04-25,4.75127445315723,spring
New York,2010-04-26,4.4609544697904,spring
New York,2010-04-27,4.332977779323097,spring
New York,2010-04-28,9.941727688894533,spring
New York,2010-04-29,5.465731510891202,spring
New York,2010-04-30,14.979482610096623,spring
New York,2010-05-01,9.89767500365669,spring
New York,2010-05-02,13.542075262330174,spring
New York,2010-05-03,14.421360391837599,spring
New York,2010-05-04,17.308422246573052,spring
New York,2010-05-05,9.777884615711159,spring
New York,2010-05-06,14.34606405355778,spring
New York,2010-05-07,3.655712976214832,spring
New York,2010-05-08,2.3147786639551224,spring
New York,2010-05-09,15.824685626297205,spring
New York,2010-05-10,17.300353777283103,spring
New York,2010-05-11,12.47216851574248,spring
New York,2010-05-12,18.92504070379185,spring
New York,2010-05-13,7.236433988119936,spring
New York,2010-05-14,15.82881628527261,spring
New York,2010-05-15,19.623865183703145,spring
New York,2010-05-16,11.687833288942299,spring
New York,2010-05-17,20.66656009126844,spring
New York,2010-05-18,13.795230879236838,spring
New York,2010-05-19,2.8933157442484347,spring
New York,2010-05-20,11.436302218018554,spring
New York,2010-05-21,6.415475966934889,spring
New York,2010-05-22,8.311314854077075,spring
New York,2010-05-23,12.895625409837985,spring
New York,2010-05-24,19.32558364218073,spring
New York,2010-05-25,3.669405144003215,spring
New York,2010-05-26,10.664360569110878,spring
New York,2010-05-27,16.81438132439652,spring
New York,2010-05-28,13.496758844239302,spring
New York,2010-05-29,12.074298931537932,spring
New York,2010-05-30,5.065832922167875,spring
New York,2010-05-31,5.732832325416092,spring
New York,2010-06-01,27.506932111640854,summer
New York,2010-06-02,13.738786035938986,summer
New York,2010-06-03,22.069883829603995,summer
New York,2010-06-04,27.308826684361648,summer
New York,2010-06-05,18.267117095302837,summer
New York,2010-06-06,37.379359260091036,summer
New York,2010-06-07,24.06931307279644,summer
New York,2010-06-08,23.9658410739379,summer
New York,2010-06-09,20.661449400430055,summer
New York,2010-06-10,30.187192383673818,summer
New York,2010-06-11,26.67513702538942,summer
New York,2010-06-12,26.553882261077185,summer
New York,2010-06-13,22.93631165632674,summer
New York,2010-06-14,24.0778504906408,summer
